detected 1719 touch events 09:30-12:00 ET

     time     level       appr def        px |   wall     l3    gap iceN  iceCF |     cvd  cvd60  tBuy tSell |    up+    dn-    net
 10:05:17       VAH from_above bid  30522.00 |      7      5      2    0      0 |   -3163      5    47    67 |  122.0  -21.5   88.5
 10:05:19       VAH from_above bid  30522.00 |      8      8      0    0      0 |   -3154     42    60    76 |  122.0  -21.5   96.5
 10:05:22       VAH from_below ask  30522.25 |      5      5      0    0      0 |   -3161     26    62    78 | 121.75 -21.75  98.75
 10:05:25       VAH from_below ask  30521.50 |      7      7      0    0      0 |   -3193     -9    72    73 |  122.5  -21.0   95.5
 10:05:29       VAH from_below ask  30522.00 |      9      9      0    0      0 |   -3201    -15    73    78 |  122.0  -21.5   95.0
 10:05:38     EM+1s from_above bid  30508.75 |     28     28      0    0      0 |   -3272    -60     0     8 | 135.25  -8.25  115.0
 10:05:38     EM+1s from_below ask  30508.50 |      9      8      1    0      0 |   -3305    -93     6    41 |  135.5   -8.0  113.5
 10:05:41     EM+1s from_above bid  30508.75 |     16     15      1    0      0 |   -3310   -140     6    46 | 135.25  -8.25 106.25
 10:05:43     EM+1s from_above bid  30508.50 |      9      8      1    0      0 |   -3330   -160     6    51 |  135.5   -8.0 106.25
 10:05:48     EM+1s from_above bid  30509.00 |     13     12      1    0      0 |   -3335   -143     6    53 |  135.0   -8.5 102.75
 10:05:49     EM+1s from_above bid  30509.00 |      8      8      0    0      0 |   -3340   -155     8    63 |  135.0   -8.5  106.5
 10:05:56     EM+1s from_above bid  30508.75 |      5      5      0    0      0 |   -3423   -247    12   166 | 135.25  -8.25  110.0
 10:06:01       VAH from_below ask  30521.50 |     16     16      0    0      0 |   -3418   -195     2     0 |  122.5  -21.0  100.0
 10:06:02    LVN_dn from_below ask  30527.75 |      0      0      0    0      0 |   -3333   -110    13     0 | 116.25 -27.25  95.25
 10:06:02    LVN_dn from_below ask  30527.50 |      0      0      0    0      0 |   -3333   -110    13     0 |  116.5  -27.0   95.5
 10:06:02    LVN_dn from_below ask  30527.25 |      0      0      0    0      0 |   -3325   -102    16     0 | 116.75 -26.75  95.75
 10:06:02       PDH from_below ask  30545.25 |      1      1      0    0      0 |   -3221      2    31     0 |  98.75 -44.75  77.75
 10:06:02    LVN_dn from_above bid  30527.00 |     21     21      0    0      0 |   -3221      2    23     0 |  117.0  -26.5   96.0
 10:06:02       PDH from_below ask  30545.00 |      1      1      0    0      0 |   -3221      2    31     0 |   99.0  -44.5   78.0
 10:06:02    LVN_dn from_above bid  30526.75 |     21     21      0    0      0 |   -3221      2    23     0 | 117.25 -26.25  96.25
 10:06:02       PDH from_below ask  30544.75 |      1      1      0    0      0 |   -3221      2    31     0 |  99.25 -44.25  78.25
 10:06:02       PDH from_above bid  30544.50 |      9      9      0    0      0 |   -3183     40    42     0 |   99.5  -44.0   78.5
 10:06:02       PDH from_below ask  30544.25 |      1      1      0    0      0 |   -3183     40    42     0 |  99.75 -43.75  78.75
 10:06:02    LVN_dn from_above bid  30526.75 |     21     21      0    0      0 |   -3185     38    31     2 | 117.25 -26.25  96.25
 10:06:02    LVN_dn from_above bid  30527.50 |     21     21      0    0      0 |   -3185     38    31     2 |  116.5  -27.0   95.5
 10:06:02       PDH from_above bid  30545.25 |      9      9      0    0      0 |   -3200     23    46     3 |  98.75 -44.75  77.75
 10:10:15       PDH from_above bid  30545.00 |      7      7      0    0      0 |   -3328   -232     0     9 |   99.0  -44.5  -42.0
 10:10:16       PDH from_above bid  30544.75 |     12     12      0    0      0 |   -3323   -229    11    16 |  99.25 -44.25 -40.25
 10:10:19       PDH from_above bid  30544.50 |      3      3      0    0      0 |   -3321   -224    12    17 |   99.5  -55.5 -52.25
 10:10:19       PDH from_above bid  30544.50 |      3      3      0    0      0 |   -3321   -224    12    17 |   99.5  -55.5 -52.25
 10:10:21       PDH from_above bid  30545.25 |     19     19      0    0      0 |   -3316   -158    17    18 |  98.75 -56.25 -54.75
 10:10:24       PDH from_above bid  30545.00 |     13     13      0    0      0 |   -3298   -132    26    31 |   99.0  -61.0  -60.0
 10:10:25       PDH from_above bid  30544.75 |      6      6      0    0      0 |   -3303   -134    28    33 |  99.25 -66.25  -65.0
 10:10:25       PDH from_below ask  30544.50 |     24     24      0    0      0 |   -3301   -132    34    34 |   99.5  -66.0 -60.75
 10:10:26       PDH from_below ask  30544.50 |      8      7      1    0      0 |   -3291   -123    42    34 |   99.5  -66.0 -60.75
 10:10:27       PDH from_below ask  30544.50 |     12     11      1    0      0 |   -3290   -117    53    39 |   99.5  -66.0 -60.75
 10:10:28       PDH from_above bid  30545.25 |     19     18      1    0      0 |   -3295   -115    59    54 |  98.75 -66.75  -62.5
 10:10:28       PDH from_above bid  30545.25 |     12     10      2    0      0 |   -3328   -149    59    58 |  98.75 -66.75  -66.0
 10:10:29       PDH from_below ask  30545.25 |      0      1      0    0      0 |   -3315   -132    60    67 |  98.75  -70.0 -62.75
 10:10:31       PDH from_above bid  30544.50 |      7      6      1    0      0 |   -3323   -118    69    79 |   99.5 -71.25 -69.25
 10:10:32       PDH from_below ask  30544.75 |      0      0      0    0      0 |   -3315   -110    85    86 |  99.25 -77.25  -76.0
 10:10:32       PDH from_below ask  30544.50 |      0      0      0    0      0 |   -3315   -110    85    86 |   99.5  -77.0 -75.75
 10:10:32       PDH from_above bid  30544.25 |     17     17      0    0      0 |   -3315   -110    85    86 |  99.75 -76.75  -75.5
 10:10:32       PDH from_below ask  30544.25 |      0      0      0    0      0 |   -3326   -121    85    92 |  99.75 -76.75  -75.5
 10:10:32       PDH from_above bid  30544.75 |      4      4      0    0      0 |   -3328   -124    85    93 |  99.25 -77.25  -76.0
 10:10:37       PDH from_above bid  30545.25 |     12     11      1    0      0 |   -3306   -124    86   100 |  98.75 -77.75  -74.5
 10:10:39       PDH from_above bid  30545.25 |     13     12      1    0      0 |   -3312   -139   100   117 |  98.75 -81.75 -79.75
 10:10:41       PDH from_above bid  30544.75 |      7      7      0    0      0 |   -3320   -108   101   121 |  99.25 -81.25  -66.0
 10:10:43       PDH from_above bid  30545.25 |      7      7      0    0      0 |   -3323    -85   105   132 |  98.75 -81.75  -66.0
 10:10:48       PDH from_below ask  30544.25 |     18     18      0    0      0 |   -3371   -169    95   116 |  99.75 -80.75  -54.0
 10:10:50       PDH from_below ask  30544.25 |     20     19      1    0      0 |   -3372   -164    90   115 |  99.75 -80.75 -51.75
 10:10:54       PDH from_below ask  30544.50 |     15     13      2    0      0 |   -3378   -173    86   109 |   99.5  -81.0 -52.25
 10:11:10       PDH from_below ask  30544.75 |     15     15      0    0      0 |   -3376   -148    17    25 |  99.25 -81.25  -58.0
 10:12:47       PDH from_above bid  30545.00 |     16     15      1    0      0 |   -3249     36     0     2 |   99.0  -81.5  -55.0
 10:13:08       PDH from_above bid  30545.25 |     14     14      0    0      0 |   -3283   -139    12    25 |  98.75 -81.75  -45.0
 10:13:09       PDH from_below ask  30544.75 |      8      7      1    0      0 |   -3290   -151    17    34 |  99.25 -81.25 -46.25
 10:13:11       PDH from_below ask  30544.75 |      3      3      0    0      0 |   -3293   -140    21    47 |  99.25 -81.25  -45.0
 10:13:11       PDH from_below ask  30544.25 |     11     11      0    0      0 |   -3299   -147    25    53 |  99.75 -80.75  -44.0
 10:13:19       PDH from_above bid  30544.75 |     12     13      0    0      0 |   -3313   -118    38    66 |  99.25 -81.25 -46.75
 10:13:54       PDH from_above bid  30545.00 |     20     20      0    0      0 |   -3247    -14     0     3 |   99.0  -81.5 -32.25
 10:14:06    LVN_dn from_above bid  30527.50 |      4      4      0    0      0 |   -3393   -126     0     6 |  116.5  -64.0  -8.25
 10:14:23    LVN_dn from_above bid  30527.75 |      7      4      3    0      0 |   -3420   -141     0    13 | 116.25 -64.25    3.5
 10:14:23    LVN_dn from_above bid  30527.00 |      3      1      2    0      0 |   -3420   -141     0    16 |  117.0  -63.5   5.25
 10:14:24       VAH from_above bid  30522.25 |     16     11      5    0      0 |   -3458   -178     0    16 | 121.75 -58.75   8.25
 10:14:24       VAH from_above bid  30522.00 |      0      0      0    0      0 |   -3485   -206     3    17 |  122.0  -58.5    8.5
 10:14:24       VAH from_above bid  30522.50 |      7      7      0    0      0 |   -3482   -204     9    25 |  121.5  -59.0    8.0
 10:14:24       VAH from_above bid  30522.50 |     19     19      0    0      0 |   -3490   -237    12    40 |  121.5  -59.0    8.0
 10:14:25       VAH from_below ask  30521.50 |     14     12      2    0      0 |   -3498   -270    26    54 |  122.5  -58.0    7.0
 10:14:29     EM+1s from_above bid  30509.00 |      7      6      1    0      0 |   -3548   -330     0     7 |  135.0  -45.5  19.75
 10:14:32     EM+1s from_above bid  30508.75 |      7      7      0    0      0 |   -3564   -342     0     9 | 135.25 -45.25  22.75
 10:14:36     EM+1s from_below ask  30508.25 |      0      0      0    0      0 |   -3559   -343    20    20 | 135.75 -44.75   19.0
 10:14:36     EM+1s from_below ask  30508.50 |      0      0      0    0      0 |   -3559   -343    20    20 |  135.5  -45.0  18.75
 10:14:37     EM+1s from_above bid  30509.00 |     15     15      0    0      0 |   -3567   -348    20    25 |  135.0  -45.5  18.25
 10:14:42       VAH from_below ask  30521.50 |     14     11      3    0      0 |   -3567   -344    39    55 |  122.5  -58.0    6.5
 10:14:43       VAH from_below ask  30521.50 |      7      6      1    0      0 |   -3562   -339    49    60 |  122.5  -58.0    9.5
 10:14:45       VAH from_below ask  30521.50 |     18     15      3    0      0 |   -3561   -349    64    72 |  122.5  -58.0  18.25
 10:14:52       VAH from_below ask  30521.50 |     13     12      1    0      0 |   -3578   -347    78    75 |  122.5  -58.0   18.0
 10:14:54       VAH from_below ask  30521.75 |     12     12      0    0      0 |   -3584   -341    68    45 | 122.25 -58.25   20.5
 10:14:56       VAH from_above bid  30522.00 |      9      8      1    0      0 |   -3586   -316    57    34 |  122.0  -58.5  23.25
 10:14:58       VAH from_below ask  30522.50 |      4      4      0    0      0 |   -3584   -244    68    42 |  121.5  -59.0  22.25
 10:15:00       VAH from_above bid  30522.50 |      8      8      0    0      0 |   -3584   -233    68    45 |  121.5  -59.0   21.0
 10:15:01    LVN_dn from_below ask  30526.75 |     12     12      0    0      0 |   -3573   -225     2     0 | 117.25 -63.25  16.75
 10:15:09    LVN_dn from_above bid  30527.00 |      1      1      0    0      0 |   -3532   -139    11     9 |  117.0  -63.5   14.5
 10:15:10       VAH from_above bid  30522.50 |      6      5      1    0      0 |   -3537   -148    73    55 |  121.5  -59.0  18.75
 10:15:10       VAH from_below ask  30521.50 |     14     13      1    0      0 |   -3554   -166    74    60 |  122.5  -58.0   17.0
 10:15:10       VAH from_below ask  30521.50 |      8      8      0    0      0 |   -3549   -159    80    60 |  122.5  -58.0   15.0
 10:15:11       VAH from_below ask  30521.50 |     13      9      4    0      0 |   -3543   -153    90    68 |  122.5  -58.0    8.5
 10:15:21     EM+1s from_above bid  30508.50 |     25     25      0    0      0 |   -3591   -176     2     8 |  135.5  -45.0  33.25
 10:15:21     EM+1s from_above bid  30508.75 |     25     25      0    0      0 |   -3591   -176     2     8 | 135.25 -45.25   33.0
 10:15:28     EM+1s from_below ask  30508.25 |     22     22      0    0      0 |   -3603    -64    23    15 | 135.75 -44.75   23.0
 10:15:28     EM+1s from_below ask  30508.50 |     22     22      0    0      0 |   -3603    -64    23    15 |  135.5  -45.0  22.75
 10:15:28     EM+1s from_below ask  30508.75 |     22     22      0    0      0 |   -3603    -64    23    15 | 135.25 -45.25   22.5
 10:15:28     EM+1s from_below ask  30508.50 |     22     22      0    0      0 |   -3627    -88    23    29 |  135.5  -45.0  22.75
 10:15:32     EM+1s from_below ask  30508.25 |      8      8      0    0      0 |   -3632    -65    27    29 | 135.75 -44.75   29.5
 10:15:35     EM+1s from_above bid  30509.00 |     14     13      1    0      0 |   -3590    -13    41    32 |  135.0  -45.5   25.0
 10:15:39     EM+1s from_above bid  30508.50 |      6      6      0    0      0 |   -3585    -18    42    37 |  135.5  -45.0   26.0
 10:15:45     EM+1s from_below ask  30508.25 |     29     24      5    0      0 |   -3587    -22    51    38 | 135.75 -44.75   28.0
 10:15:46     EM+1s from_above bid  30508.50 |      8      8      0    0      0 |   -3583    -13    59    40 |  135.5  -45.0   28.0
 10:15:49     EM+1s from_below ask  30508.50 |      3      3      0    0      0 |   -3597    -14    60    43 |  135.5  -45.0   25.0
 10:15:56       VAH from_below ask  30521.75 |      9      9      0    0      0 |   -3534     54     4     0 | 122.25 -58.25   16.0
 10:15:56       VAH from_below ask  30521.75 |     12     11      1    0      0 |   -3527     61    14     0 | 122.25 -58.25  16.25
 10:15:59       VAH from_below ask  30521.75 |      0      0      0    0      0 |   -3515     66    40    12 | 122.25 -58.25   12.0
 10:15:59       VAH from_above bid  30522.00 |     26     26      0    0      0 |   -3515     66    40    12 |  122.0  -58.5  11.75
 10:16:00    LVN_dn from_below ask  30526.75 |     20     17      3    0      0 |   -3505     76     3     0 | 117.25 -63.25   6.75
 10:16:00    LVN_dn from_below ask  30526.75 |     16     16      0    0      0 |   -3505     71    13     2 | 117.25 -63.25   6.75
 10:16:01    LVN_dn from_above bid  30527.75 |     12     12      0    0      0 |   -3484     91    20     9 | 116.25 -64.25   5.75
 10:16:02    LVN_dn from_above bid  30527.75 |     10      9      1    0      0 |   -3491     59    23    18 | 116.25 -64.25   2.25
 10:16:09       PDH from_below ask  30544.25 |     17     11      6    0      0 |   -3423    107     9     0 |  99.75 -80.75   -9.5
 10:16:09       PDH from_below ask  30544.25 |     22     20      2    0      0 |   -3407    119    20     1 |  99.75 -80.75 -11.25
 10:16:09       PDH from_above bid  30545.25 |     12     12      0    0      0 |   -3402    131    27     4 |  98.75 -81.75 -11.75
 10:16:12       PDH from_below ask  30544.25 |     14     13      1    0      0 |   -3402    141    38    15 |  99.75 -80.75  -14.5
 10:16:12       PDH from_above bid  30545.25 |     14     12      2    0      0 |   -3403    140    49    26 |  98.75 -81.75  -15.5
 10:16:13       PDH from_above bid  30545.25 |     16     10      6    0      0 |   -3413    138    49    33 |  98.75 -81.75  -14.5
 10:16:13       PDH from_above bid  30545.25 |     13     13      0    0      0 |   -3409    148    49    34 |  98.75 -81.75  -14.5
 10:16:15       PDH from_below ask  30544.50 |      5      5      0    0      0 |   -3437    130    55    44 |   99.5  -81.0  -15.5
